global_rank,entity_rank,entity_type,entity_name,hotspot_score,total_violations,parking_related_violations,peak_hour_violations,recency_weight_sum,location_diversity
919,724,Street/Location,Mahatma Gandhi Cross Road,23.67,20,20,5,8.382182979204975,1
920,725,Street/Location,Bangalore University Road,23.67,17,26,6,2.567490383941615,2
921,726,Street/Location,Nandanavana G Street,23.64,20,66,0,19.791805279067855,1
922,727,Street/Location,Kalasipalyam,23.6,19,19,9,3.3945708981807736,1
923,728,Street/Location,Byrathi Main Road,23.58,22,22,4,3.0537932092016207,2
924,729,Street/Location,Vishwanath Rao Road,23.57,16,17,10,3.1334815893384143,2
925,730,Street/Location,Craig Park Road,23.55,16,26,6,6.240799576797342,1
926,46,Police Station,Peenya,23.49,974,1212,292,229.09608061440485,122
927,731,Street/Location,Someshwarapura Main Road,23.46,17,18,5,4.707553179820377,3
928,151,Junction,Basaweshwara Circle (LH),23.39,36,37,17,5.456773380562952,12
929,732,Street/Location,St Mary Church Road,23.37,19,19,8,3.4906222907670665,1
930,733,Street/Location,Gangadhara Chetty Cross Road,23.33,15,15,13,2.4461903155587597,2
931,734,Street/Location,Road Number 7th,23.31,12,12,11,5.511936295949548,4
932,736,Street/Location,Puspanjali Tent Road,23.28,17,20,8,1.860494455053245,2
933,735,Street/Location,Bhattarahalli Road,23.28,15,16,12,2.3353889071221534,2
934,737,Street/Location,Allahabad Bank,23.25,18,19,4,4.109473846666046,3
935,738,Street/Location,Halasahalli Road,23.22,13,26,5,3.9047779497682216,3
936,739,Street/Location,Hagadur Main Road,23.21,13,26,7,1.8217093280107104,3
937,740,Street/Location,Singapura Main Road,23.14,14,15,8,4.446798519014144,3
938,741,Street/Location,Binny Mill Road,23.09,16,25,6,4.5201692840698975,1
939,742,Street/Location,Kempegowda Layout,23.08,16,25,4,2.602608832242767,3
940,743,Street/Location,Annaiah Reddy Layout Road,23.06,22,25,2,4.383895043829395,2
941,744,Street/Location,Adi Kabir Ashram Main Road,23.05,16,16,11,1.6545219512434963,2
942,745,Street/Location,Millers Tank Bund Road,22.93,13,13,10,2.80036253455722,4
943,746,Street/Location,Varthuru Road,22.9,13,17,7,2.8813691350876787,4
944,747,Street/Location,Shile Havamana Road,22.85,19,19,2,3.476534418103038,5
945,748,Street/Location,Devara Chikkanahalli Main Road,22.84,22,33,0,8.250083539327363,4
946,749,Street/Location,6th B Main Road,22.84,20,20,6,0.971267243282649,2
947,750,Street/Location,LSI Entrance Road,22.76,14,15,8,5.309320151423453,2
948,751,Street/Location,CDP Road,22.71,16,31,4,1.6245394212631727,2
949,752,Street/Location,Doddanekundi Flyover,22.64,11,29,7,0.6726549545385034,4
950,753,Street/Location,Doctor B R Ambedkar Veedhi,22.62,14,17,8,1.7940190524039517,3
951,754,Street/Location,Lotus Square,22.59,21,21,5,2.128513944166804,1
952,755,Street/Location,Kencha Nayak Lane,22.55,17,17,6,2.6633173425491177,2
953,47,Police Station,Hennuru,22.42,892,1052,241,261.4209537488535,148
954,756,Street/Location,New Bamboo Bazar Road,22.38,18,21,3,3.988998150303821,2
955,757,Street/Location,South Indian Sports Industries,22.35,16,16,8,3.923568110786143,1
956,758,Street/Location,Sarjapura Road,22.33,11,14,5,2.1865052739570956,10
957,759,Street/Location,Padarayanapura Main Road,22.32,15,15,5,4.039883230782149,3
958,760,Street/Location,Ashoka Puram Road,22.25,19,20,1,6.196383641321207,4
959,761,Street/Location,Walk Trail 3,22.23,14,14,14,0.8255004688160357,2
960,762,Street/Location,Vaiyapuri Lane,22.22,20,22,2,8.172788905522237,1
961,763,Street/Location,Towards Madavara,22.2,14,14,3,5.0083468404540845,6
962,764,Street/Location,Sri Prasanna Veeranjaneya Temple Road,22.14,18,19,2,7.765728106816799,2
963,765,Street/Location,Commercial Plaza,22.13,16,17,11,1.1135155651516548,1
964,766,Street/Location,Sector 7,22.1,14,18,5,4.529185689813009,2
965,767,Street/Location,Sri Vinayaka Temple Main Road,22.1,30,31,0,8.072609696427287,1
966,768,Street/Location,K.R Market,22.01,14,16,5,3.241372607492103,3
967,769,Street/Location,Sai Pg Road,22.0,17,17,6,3.4239864549858465,1
968,770,Street/Location,Chikkapete Circle,21.96,12,12,8,4.498460986950396,3
969,771,Street/Location,Central Jail Road,21.92,18,18,2,4.350756151139968,3
970,772,Street/Location,Doddanagamangala Road,21.89,26,26,0,8.48385130223244,2
971,773,Street/Location,Vajarahalli Road,21.85,11,16,4,3.6640380629086997,6
972,774,Street/Location,1st D Cross Road,21.74,19,19,3,2.149761012362801,2
973,48,Police Station,Thalagattapura,21.7,870,947,297,247.80699674263664,129
974,775,Street/Location,SP Lane,21.68,13,15,10,3.2957721191353033,1
975,776,Street/Location,Sri Ayappa Swamy Temple Road,21.55,10,20,10,1.5098304715784037,2
976,777,Street/Location,Mother Teresa Circle,21.52,13,16,5,1.5891772444222096,4
977,778,Street/Location,SH 35,21.5,10,19,5,1.9469071753177354,5
978,779,Street/Location,West Parallel Road,21.46,13,22,3,2.809403060086327,3
979,780,Street/Location,Palace Cross Road,21.45,12,12,11,1.140535573351136,3
980,781,Street/Location,Commercial Street Market,21.44,13,13,8,2.7820633922337907,2
981,782,Street/Location,Cubbon Lane,21.42,14,14,6,6.625959594705466,1
982,783,Street/Location,Devaraj Urs Road,21.4,13,14,10,1.1427823889241422,2
983,784,Street/Location,HAL Old Airport Road,21.38,11,13,5,3.4587566243109733,5
984,785,Street/Location,Gospel Street,21.33,11,11,10,9.26507621733332,1
985,786,Street/Location,Cider Sports & Fitness,21.3,13,31,3,3.6673801372934363,1
986,787,Street/Location,Sir CV Raman Road,21.28,10,12,9,6.079590963187574,2
987,789,Street/Location,4th B Cross Road,21.25,15,15,2,3.3542576675688887,5
988,788,Street/Location,E Street,21.25,15,15,4,3.7887466620095904,2
989,790,Street/Location,Gear School road,21.23,11,24,5,1.0233692574920303,3
990,791,Street/Location,Sir Mirza Ismail Chowk Flyover,21.22,21,21,1,7.655518238290385,1
991,792,Street/Location,Plain Street,21.12,11,11,6,4.0524919592260344,4
992,794,Street/Location,42nd Cross Road,21.11,12,12,6,3.566737500433914,3
993,793,Street/Location,Freedom Fighter Ward,21.11,14,22,5,2.110353210156982,1
994,795,Street/Location,Dharmaraya Temple Road,21.11,15,15,8,1.6090518910245009,1
995,796,Street/Location,Mount Joy Road,21.09,14,16,6,3.4668153693948303,1
996,797,Street/Location,Power Tools & Tackles,21.08,13,13,11,2.082839985958847,1
997,798,Street/Location,15th A Main Road,21.04,16,16,5,2.8268926448680514,1
998,152,Junction,Halasuru Gate,21.04,30,30,18,6.700428129100298,7
999,799,Street/Location,Koteshwara Road,20.98,16,16,3,6.907316588385714,1
1000,800,Street/Location,25th Cross Road,20.97,12,14,3,2.6498186026011714,6
1001,801,Street/Location,Palmgrove Road,20.91,13,51,1,0.5026168991566625,3
1002,802,Street/Location,Sri Dinne Anjaneya Swamy Temple Road,20.89,18,19,2,5.140894530422062,1
1003,803,Street/Location,Government Dental College and Research Institute,20.86,11,11,10,2.8105262900083043,2
1004,804,Street/Location,Garden Residency Bommasandra Link Road,20.82,15,27,3,1.7898643255181852,1
1005,153,Junction,"29th Main Road, BTM Layout",20.79,42,45,2,27.669748168334145,6
1006,805,Street/Location,19th C Main Road,20.72,12,12,7,1.595719737344851,3
1007,806,Street/Location,Maya Bazaar,20.69,16,16,4,3.1175804931276607,1
1008,807,Street/Location,Hegganahalli Main Road,20.68,12,12,4,3.3870766089519093,4
1009,809,Street/Location,Old Post Office Road,20.64,18,18,1,3.253075330015721,3
1010,808,Street/Location,Bowring and Lady Curzon Hospitals,20.64,14,14,7,2.2168456490583455,1
1011,811,Street/Location,32nd E Cross Road,20.6,12,32,1,3.1308814735218964,3
1012,810,Street/Location,Contours Women's Fitness Studio Kormangala,20.6,11,11,10,4.803572165276064,1
1013,812,Street/Location,31st Cross Road,20.59,15,15,2,2.4444142768238626,4
1014,813,Street/Location,Basavanapura Main Road,20.58,13,17,3,2.3173688692466214,3
1015,814,Street/Location,MSRE College Road,20.57,14,14,5,1.821365330831378,2
1016,815,Street/Location,Marenahalli Road,20.55,11,14,4,2.734006183982353,4
1017,816,Street/Location,Kumbarpet Main Road,20.54,12,12,4,2.9228549198102174,4
1018,817,Street/Location,7th B Road,20.53,10,10,10,2.0742380928382103,3
1019,818,Street/Location,Dr MV Jayaraman Road,20.52,12,12,7,2.4467475025415477,2
1020,819,Street/Location,53rd Cross Road,20.5,12,12,3,4.824933378577397,4
1021,820,Street/Location,CT Street,20.49,11,11,11,0.5687774945009829,3
1022,821,Street/Location,Victoria Hospital Road,20.47,14,15,2,4.441687872557815,3
1023,822,Street/Location,Bande Palya Road,20.47,21,21,0,8.599220507422507,2
1024,823,Street/Location,Sangam Road,20.46,13,13,4,4.367791548438129,2
1025,824,Street/Location,Vishveswaraiah Road,20.43,11,13,5,2.9589722138404895,3
1026,825,Street/Location,Basapura Village Road,20.4,14,15,2,6.98508194456834,2
1027,826,Street/Location,Netta Kalappa Circle,20.39,11,11,11,3.1907904399391147,1
1028,154,Junction,"15th Cross, 33rd Main, JP Nagar",20.29,28,28,16,9.351980339582402,6
1029,827,Street/Location,Skyline Apartments,20.27,12,12,12,1.0971499692343896,1
1030,828,Street/Location,Ecospace Internal Road,20.26,13,13,4,3.5739341002932843,2
1031,829,Street/Location,FCI Main Road,20.24,13,15,3,2.2935400070533243,3
1032,830,Street/Location,Haqui Rao Lane,20.22,13,13,7,2.3845185842643284,1
1033,831,Street/Location,4th C Cross Road,20.2,15,16,1,3.7815445552539657,4
1034,832,Street/Location,Sri Annapoorneshwari Temple Road,20.19,12,21,4,2.754908266288196,1
1035,833,Street/Location,KLE Dental College,20.14,15,19,2,2.2101825546299634,2
1036,834,Street/Location,Guruppan Palya Main Road,20.1,22,22,0,9.474870940029444,1
1037,835,Street/Location,Broadcom,20.08,13,13,4,2.998526547585252,2
1038,836,Street/Location,GKVK Campus Road,20.05,10,17,6,1.5837097571485261,2
1039,837,Street/Location,Kanakapura Road,20.0,10,14,3,1.39998541615757,7
1040,838,Street/Location,Kommaghatta Road,19.93,14,15,2,4.537541182551167,2
1041,840,Street/Location,Cottonpete Main Road,19.88,9,17,9,0.5664697500754193,2
1042,839,Street/Location,8th D Main Road,19.88,10,10,9,2.4281245579645554,2
1043,841,Street/Location,Anand Diagnostic Laboratory,19.86,11,11,11,1.76193090516409,1
1044,842,Street/Location,Assayee Road,19.83,9,11,6,2.3335084029318547,4
1045,49,Police Station,K.S. Layout,19.83,828,1131,145,231.125891265289,140
1046,843,Street/Location,75th D Cross Road,19.8,17,17,2,2.959429731496486,1
1047,50,Police Station,K.G. Halli,19.79,892,968,177,210.65436019106906,132
1048,844,Street/Location,Electric Foot Over Bridge,19.76,10,14,9,1.9070419909329188,1
1049,845,Street/Location,ECC Road,19.63,8,16,8,3.687209308337369,1
1050,846,Street/Location,Old Veterinary Hospital Road,19.58,9,9,6,4.820251253002581,3
1051,848,Street/Location,Ittamadu Road,19.53,18,28,0,6.450174941033453,1
1052,847,Street/Location,Byatarayanapura,19.53,15,16,3,2.100494107872119,1
1053,849,Street/Location,Telecom Layout Road,19.49,11,19,4,2.4926543332205804,1
1054,850,Street/Location,1,19.44,9,10,7,1.3295025762734716,4
1055,851,Street/Location,25th Main Road,19.4,10,10,3,3.649732738550839,5
1056,852,Street/Location,Shettigere,19.39,19,38,0,1.9270400756429775,1
1057,854,Street/Location,Dinnur Main Road,19.34,9,11,5,1.3129454047137161,5
1058,853,Street/Location,Nanja Raja Reddy Colony Main Road,19.34,10,14,6,1.2270191731939333,2
1059,856,Street/Location,Kalasipalya Bus Stand,19.3,19,19,0,5.489825602055549,2
1060,855,Street/Location,7 Mile Hosur Road,19.3,13,13,1,6.916696505900014,3
1061,857,Street/Location,55th Cross Road,19.17,13,13,4,2.636656120571906,1
1062,858,Street/Location,MK Puttalingaiah Main Road,19.14,17,19,0,7.0917893794791205,2
1063,859,Street/Location,Kerekodi Main Road,19.12,17,17,0,9.07241427972578,2
1064,155,Junction,Royan Circle,19.1,21,36,11,3.5428855236927075,10
1065,860,Street/Location,Indian Oil,19.1,13,13,2,1.240124084222026,4
1066,861,Street/Location,Tavarekere Main Road,19.09,12,16,2,0.8363801040257022,4
1067,863,Street/Location,Queen's Road,19.08,10,10,5,2.1272754843256676,3
1068,862,Street/Location,Loka Shanti Buddha Vihara,19.08,10,10,6,2.6201087556850813,2
1069,864,Street/Location,Nandini Layout,19.05,10,11,7,1.2572645550688648,2
1070,865,Street/Location,Metro,19.03,10,18,4,0.9463901905363558,2
1071,866,Street/Location,MR Road,18.98,11,11,8,1.3858915557709839,1
1072,867,Street/Location,Charminar Masjid Road Number 3,18.95,11,11,6,2.7540136868522476,1
1073,868,Street/Location,Thotada Nanjappa Road,18.94,11,11,5,4.008513712458448,1
1074,869,Street/Location,Addiction Fashion Hub,18.94,10,15,6,1.6230651609643705,1
1075,870,Street/Location,Bumblebee Brauhaus,18.92,11,11,7,1.8549276011268974,1
1076,871,Street/Location,Banashankari TTMC,18.91,11,11,3,2.6652855162972577,3
1077,872,Street/Location,Silver Springs Layout Road,18.89,17,17,1,3.195085840450215,1
1078,873,Street/Location,Begur Koppa Road,18.88,12,13,1,4.18730197504171,4
1079,51,Police Station,Devanahalli Airport,18.85,940,982,255,291.27189072500335,59
1080,874,Street/Location,Gangadhar Chetty Road,18.82,9,9,5,2.052218110998409,4
1081,875,Street/Location,Vivanta By Taj Yeshwantpur Exit Road,18.74,10,10,6,1.7750697320490345,2
1082,156,Junction,"Puttamma Choultry, Nagarbhavi",18.67,27,27,7,4.9461305257034525,10
1083,876,Street/Location,Karur Vysya Bank,18.65,10,10,9,0.30932400836786766,2
1084,877,Street/Location,Hall Road,18.61,14,16,1,1.404408132668147,3
1085,878,Street/Location,DS Lane,18.59,8,8,7,4.728943042361355,2
1086,879,Street/Location,DTV Dwarakanatha Road,18.58,9,9,9,2.8944658636252516,1
1087,880,Street/Location,KR Puram Vegetable Market,18.57,11,12,4,1.3789807156757774,2
1088,52,Police Station,Chikkabanavara,18.57,785,906,202,233.8664898560879,115
1089,881,Street/Location,Kurubarahalli Main Road,18.54,10,11,3,4.6549674179415765,2
1090,882,Street/Location,Achutarya Mudaliar Road,18.52,10,15,4,2.564779984304973,1
1091,883,Street/Location,PVR Road,18.5,11,13,4,2.5668329308833937,1
1092,884,Street/Location,Electronic City Flyover,18.48,8,9,5,1.4937140325302465,5
1093,885,Street/Location,14th A Main Road,18.47,12,12,2,3.4791859771422864,2
1094,886,Street/Location,Arekere MICO Layout Main Road,18.45,8,10,5,1.6012144628219604,4
1095,887,Street/Location,Balaji Nagar Road,18.44,18,18,0,7.168731556185637,1
1096,888,Street/Location,18th A Main Road,18.43,9,9,8,1.267027277469405,2
1097,890,Street/Location,Nehru Nagar Main Road,18.42,9,9,7,1.8233533033507352,2
1098,889,Street/Location,Shivajinagar,18.42,14,14,3,1.121542344257735,1
1099,891,Street/Location,McDonald's,18.42,8,10,4,2.5932315867510836,4
1100,892,Street/Location,Sheshadripuram Main Road,18.41,10,10,5,1.876448453855955,2
1101,894,Street/Location,Goshala Road,18.39,5,30,5,2.771580437182242,1
1102,893,Street/Location,Channasandra Main Road,18.39,9,9,4,1.3294580491113694,5
1103,895,Street/Location,Bright Smiles Family dental Care,18.38,12,19,1,2.458508868646722,2
1104,896,Street/Location,Link Road,18.37,10,10,4,2.94474894092372,2
1105,897,Street/Location,Kuvempu Road,18.37,9,11,3,2.0948291308838933,4
1106,900,Street/Location,6th A Main Road,18.31,7,8,7,1.3476469956427648,5
1107,898,Street/Location,Badaga Nadu Sanga Road,18.31,10,12,4,3.8248238579726204,1
1108,899,Street/Location,HAL Road,18.31,8,8,7,3.6077422528275793,2
1109,901,Street/Location,Nilgiri's,18.29,15,15,1,3.994259223622493,1
1110,902,Street/Location,Panchayath Raj Commissionerate,18.25,9,9,6,2.185846616448915,2
1111,903,Street/Location,Dmart,18.24,19,19,0,4.258732814357357,1
1112,904,Street/Location,BNE MD 17,18.2,8,8,3,3.3113812497852657,6
1113,906,Street/Location,Mallikarjuna Swamy Temple Street,18.2,10,10,3,4.257227098901458,2
1114,905,Street/Location,Queens Cross Road,18.2,10,10,5,3.5240904487979616,1
1115,907,Street/Location,Appurao Road,18.19,12,12,2,5.672454359433842,1
1116,908,Street/Location,Handrihalli Main Road,18.16,10,13,3,4.529253896040717,1
1117,909,Street/Location,Basettypet Road,18.14,10,10,4,2.2932013970613534,2
1118,910,Street/Location,Lakshman Rayara Road,18.1,8,8,6,2.256589379292643,3
1119,911,Street/Location,58th Cross Road,18.05,10,10,2,4.207958329294354,3
1120,912,Street/Location,Sri Sapthagiri Shaneshwara Temple Road,18.03,12,12,2,4.910357759502758,1
1121,157,Junction,"15th Cross, 35th Main, JP Nagar",17.93,23,34,6,4.043351452340171,9
1122,913,Street/Location,KS Paramesh Road,17.91,12,12,2,4.3672828641536885,1
1123,914,Street/Location,Doctor M H Marigowda Road,17.89,12,13,1,0.7977234550326971,5
1124,915,Street/Location,Kudlu Road,17.87,9,10,2,1.6094313954455783,6
1125,916,Street/Location,Doddanekundi Main Road,17.73,11,13,3,1.9818403530528834,1
1126,917,Street/Location,Gayatri Bhavan Road,17.72,12,13,1,1.9396485526840908,3
1127,918,Street/Location,Bommasandra,17.7,9,19,2,1.2051733017471373,2
1128,919,Street/Location,Shri BP Wadia Road,17.65,9,11,2,3.2736978195578725,3
1129,920,Street/Location,Padmabhushana Sri Dr Balagangadharanatha Mahaswamiji Road,17.65,10,12,2,1.621084315992582,3
1130,921,Street/Location,12th A Cross Road,17.64,9,9,3,1.6262899312121437,4
1131,158,Junction,Lower Agram Road,17.6,33,60,1,6.6178568930358,5
1132,922,Street/Location,Devarabeesanahalli Flyover,17.56,8,12,3,1.731256042956261,3
1133,923,Street/Location,37th Cross Road,17.55,8,8,6,1.114942713094422,3
1134,924,Street/Location,Kogilu Main Road,17.49,10,10,1,1.096748960768925,8
1135,925,Street/Location,SH 87,17.39,10,10,3,4.186760306151121,1
1136,926,Street/Location,Bhoopasandra Main Road,17.38,8,8,4,2.5071860686438443,3
1137,927,Street/Location,Euro School Road,17.32,9,9,3,3.4603198244669144,2
1138,930,Street/Location,Om Shivashakti Nagar Main Road,17.3,11,12,1,2.2516091686554325,3
1139,928,Street/Location,Moore Road,17.3,13,13,0,5.193417430287276,3
1140,929,Street/Location,Hulimangala Main Road,17.3,10,10,2,1.89127299503009,3
1141,931,Street/Location,Manyata Residency Road,17.29,8,9,4,3.0234020193266296,2
1142,932,Street/Location,Prim Rose Road,17.25,8,8,4,1.2500422798081505,4
1143,933,Street/Location,29th A Main Road,17.23,6,21,3,3.287608298287509,1
1144,934,Street/Location,Dhanakoti Road,17.22,8,14,3,1.356010966262721,2
1145,935,Street/Location,2nd D Street,17.2,11,18,2,0.7193221336550082,1
1146,936,Street/Location,Sree Anjaneya Swamy Devalaya Circle,17.14,13,13,1,3.2233243491065546,1
1147,937,Street/Location,Sri Lakshmi Venkateshwara Swamy Temple Road,17.13,12,12,1,1.1833132004148137,3
1148,938,Street/Location,Goraguntepalya,17.11,10,12,2,1.6704773226769167,2
1149,939,Street/Location,Pizza Hut,17.11,8,8,5,1.0054108090014469,3
1150,940,Street/Location,Fort C Street,17.11,9,13,2,4.740313984583037,1
1151,941,Street/Location,E4 Street,17.1,8,8,4,1.8218819334035752,3
